class,schema,title,range,low,high,special,footnotes,arcrit,mcr,prob,wwg,nt,cbid
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",5,"$4,406.42","$5,788.75",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",6,"$4,618.17","$6,371.75",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",A,"$4,000.00","$5,254.00",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",B,"$4,183.00","$5,497.00",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",C,"$4,384.00","$5,758.00",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",D,"$4,590.00","$6,033.00",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",E,"$4,807.00","$6,315.00",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",F,"$5,038.00","$6,951.00",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",J,"$3,333.33","$4,378.33",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",K,"$3,485.83","$4,580.83",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",L,"$3,653.33","$4,798.33",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",M,"$3,825.00","$5,027.50",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",N,"$4,005.83","$5,262.50",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",P,"$4,198.33","$5,792.50",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",T,"$3,000.00","$3,940.50",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",U,"$3,137.25","$4,122.75",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",V,"$3,288.00","$4,318.50",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",W,"$3,442.50","$4,524.75",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",X,"$3,605.25","$4,736.25",,"['19', '21']",,1,6,SE,,R03
2840,EJ50,"INSTRUCTOR, MILITARY DEPARTMENT",Y,"$3,778.50","$5,213.25",,"['19', '21']",,1,6,SE,,R03
6927,QQ70,"INSTRUMENT TECHNICIAN, AIR QUALITY",A,"$3,410.00","$4,268.00",,"['01', '19', '21']",['393'],1,12,2,,R11
6927,QQ70,"INSTRUMENT TECHNICIAN, AIR QUALITY",B,"$3,908.00","$4,893.00",,"['01', '19', '21']",['393'],1,12,2,,R11
6927,QQ70,"INSTRUMENT TECHNICIAN, AIR QUALITY",C,"$4,290.00","$5,370.00",,"['01', '19', '21']",['393'],1,12,2,,R11
4417,JC24,INSURANCE CLAIMS SPECIALIST,,"$6,097.00","$7,632.00",,['01'],,1,12,E,,R01
4420,JC20,INSURANCE EXAMINER,A,"$3,247.00","$3,872.00",,"['01', '21']",['163'],1,12,2,,R01
4420,JC20,INSURANCE EXAMINER,B,"$3,208.00","$4,219.00",,"['01', '21']",['163'],1,12,2,,R01
4420,JC20,INSURANCE EXAMINER,C,"$3,208.00","$4,219.00",,"['01', '21']",['163'],1,12,2,,R01
4420,JC20,INSURANCE EXAMINER,D,"$3,501.00","$4,600.00",,"['01', '21']",['163'],1,12,2,,R01
4420,JC20,INSURANCE EXAMINER,E,"$4,016.00","$5,280.00",,"['01', '21']",['163'],1,12,2,,R01
4420,JC20,INSURANCE EXAMINER,F,"$4,191.00","$5,511.00",,"['01', '21']",['163'],1,12,2,,R01
4420,JC20,INSURANCE EXAMINER,G,"$4,191.00","$5,511.00",,"['01', '21']",['163'],1,12,2,,R01
4420,JC20,INSURANCE EXAMINER,H,"$4,600.00","$6,048.00",,"['01', '21']",['163'],1,12,2,,R01
8575,VJ67,INSURANCE INVESTIGATOR,A,"$3,058.00","$3,583.00",,"['01', '34', '21', 'R1']",['119'],1,12,2,,R07
8575,VJ67,INSURANCE INVESTIGATOR,B,"$3,978.00","$4,939.00",,"['01', '34', '21', 'R1']",['119'],1,12,2,,R07
8575,VJ67,INSURANCE INVESTIGATOR,C,"$4,370.00","$5,419.00",,"['01', '34', '21', 'R1']",['119'],1,12,2,,R07
4441,JC40,INSURANCE RATE ANALYST,A,"$3,247.00","$3,689.00",,"['01', '21']",['120'],1,12,2,,R01
4441,JC40,INSURANCE RATE ANALYST,B,"$3,350.00","$3,992.00",,"['01', '21']",['120'],1,12,2,,R01
4441,JC40,INSURANCE RATE ANALYST,C,"$4,016.00","$5,029.00",,"['01', '21']",['120'],1,12,2,,R01
4441,JC40,INSURANCE RATE ANALYST,D,"$4,191.00","$5,248.00",,"['01', '21']",['120'],1,12,2,,R01
0757,BH89,INTEGRATED WASTE MANAGEMENT SPECIALIST,A,"$3,169.00","$3,923.00",,"['01', '21', '24']",['379'],1,12,2,,R10
0757,BH89,INTEGRATED WASTE MANAGEMENT SPECIALIST,B,"$3,850.00","$4,777.00",,"['01', '21', '24']",['379'],1,12,2,,R10
0757,BH89,INTEGRATED WASTE MANAGEMENT SPECIALIST,C,"$4,872.00","$6,058.00",,"['01', '21', '24']",['379'],1,12,2,,R10
0753,BH85,INTEGRATED WASTE PROGRAM MANAGER,,"$10,687.00","$12,140.00",,"['01', '19', '24']",,1,12,E,,M10
1697,CA90,INTERAGENCY MESSENGER,,"$2,384.00","$2,983.00",SISA,,,1,6,2,,R04
8593,JI79,"INVESTIGATION SPECIALIST I, FRANCHISE TAX BOARD",A,"$4,915.00","$6,347.00",,"['01', '19', '34', '21', 'P2']",['018'],1,12,2,,R07
8593,JI79,"INVESTIGATION SPECIALIST I, FRANCHISE TAX BOARD",B,"$5,396.00","$6,973.00",,"['01', '19', '34', '21', 'P2']",['018'],1,12,2,,R07
8592,JI76,"INVESTIGATION SPECIALIST II (SUPERVISOR), FRANCHISE TAX BOARD",,"$6,018.00","$7,863.00",,"['01', '19', '43', 'P2']",,1,12,E,,S07
8591,JI75,"INVESTIGATION SPECIALIST II (TECHNICAL), FRANCHISE TAX BOARD",,"$5,926.00","$7,662.00",,"['01', '19', 'P2']",,1,12,E,,R07
9070,JE14,"INVESTIGATIVE AUDITOR II, DEPARTMENT OF FOOD AND AGRICULTURE",,"$4,016.00","$5,280.00",,"['01', '19']",,1,12,2,,R01
4203,JE26,"INVESTIGATIVE AUDITOR II, DEPARTMENT OF JUSTICE",,"$4,016.00","$5,280.00",,['19'],,1,6,2,,R01
9071,JE12,"INVESTIGATIVE AUDITOR III, DEPARTMENT OF FOOD AND AGRICULTURE",,"$4,829.00","$6,350.00",,"['01', '19']",,1,12,2,,R01
4215,JE24,"INVESTIGATIVE AUDITOR III, DEPARTMENT OF JUSTICE",,"$4,829.00","$6,350.00",,['19'],,1,6,2,,R01
4224,JE22,"INVESTIGATIVE AUDITOR IV (SPECIALIST), DEPARTMENT OF JUSTICE",,"$5,053.00","$6,642.00",,"['01', '19']",,1,12,E,,R01
4226,JE20,"INVESTIGATIVE AUDITOR IV (SUPERVISOR), DEPARTMENT OF JUSTICE",,"$5,311.00","$6,929.00",,"['01', '19']",,1,12,E,,S01
6612,JE36,INVESTIGATIVE CERTIFIED PUBLIC ACCOUNTANT,,"$5,307.00","$6,642.00",,"['01', '19']",,1,12,E,,R01
8610,VI45,INVESTIGATOR,A,"$4,019.00","$4,942.00",,"['01', '34', '21', 'P1']","['156', '477']",2,12,2,,R07
8610,VI45,INVESTIGATOR,B,"$4,588.00","$5,916.00",,"['01', '34', '21', 'P1']","['156', '477']",2,12,2,,R07
8610,VI45,INVESTIGATOR,C,"$5,035.00","$6,508.00",,"['01', '34', '21', 'P1']","['156', '477']",2,12,2,,R07
8609,VI40,INVESTIGATOR ASSISTANT,,"$3,077.00","$3,745.00",SISA,"['01', '34', 'P1']",,2,12,2,,R07
4694,JV58,"INVESTMENT DIRECTOR, CALIFORNIA STATE TEACHERS' RETIREMENT SYSTEM",,"$21,834.00","$32,667.00",,"['01', '19', '55']",,1,12,E,,M01
4638,JV12,"INVESTMENT DIRECTOR, PUBLIC EMPLOYEES' RETIREMENT SYSTEM",,"$15,666.66","$24,675.00",,"['01', '19', '55']",,1,12,E,,M01
4637,JV11,"INVESTMENT MANAGER, PUBLIC EMPLOYEES' RETIREMENT SYSTEM",,"$11,666.66","$18,375.00",,"['01', '19', '55']",,1,12,E,,M01
7338,JV36,"INVESTMENT OFFICER I, CALIFORNIA STATE TEACHER'S RETIREMENT SYSTEM",A,"$3,330.00","$4,168.00",,"['01', '19', '21']",['442'],1,12,2,,R01
7338,JV36,"INVESTMENT OFFICER I, CALIFORNIA STATE TEACHER'S RETIREMENT SYSTEM",B,"$3,824.00","$4,788.00",,"['01', '19', '21']",['442'],1,12,2,,R01
7338,JV36,"INVESTMENT OFFICER I, CALIFORNIA STATE TEACHER'S RETIREMENT SYSTEM",C,"$4,428.00","$5,542.00",,"['01', '19', '21']",['442'],1,12,2,,R01
7338,JV36,"INVESTMENT OFFICER I, CALIFORNIA STATE TEACHER'S RETIREMENT SYSTEM",D,"$5,053.00","$6,325.00",,"['01', '19', '21']",['442'],1,12,2,,R01
4656,JV26,"INVESTMENT OFFICER I, PUBLIC EMPLOYEES' RETIREMENT SYSTEM",A,"$3,330.00","$4,168.00",,"['01', '19', '21']",['442'],1,12,2,,R01
4656,JV26,"INVESTMENT OFFICER I, PUBLIC EMPLOYEES' RETIREMENT SYSTEM",B,"$3,824.00","$4,788.00",,"['01', '19', '21']",['442'],1,12,2,,R01
4656,JV26,"INVESTMENT OFFICER I, PUBLIC EMPLOYEES' RETIREMENT SYSTEM",C,"$4,428.00","$5,542.00",,"['01', '19', '21']",['442'],1,12,2,,R01
4656,JV26,"INVESTMENT OFFICER I, PUBLIC EMPLOYEES' RETIREMENT SYSTEM",D,"$5,053.00","$6,325.00",,"['01', '19', '21']",['442'],1,12,2,,R01
7339,JV31,"INVESTMENT OFFICER II, CALIFORNIA STATE TEACHER'S RETIREMENT",,"$6,097.00","$7,632.00",,"['01', '19']",,1,12,E,,R01
4671,JV24,"INVESTMENT OFFICER II, PUBLIC EMPLOYEES' RETIREMENT SYSTEM",,"$6,097.00","$7,632.00",,"['01', '19']",,1,12,E,,R01
7684,JV17,"INVESTMENT OFFICER III, CALIFORNIA STATE TEACHER'S RETIREMENT SYSTEM",,"$8,149.00","$9,717.00",,"['01', '19']",,1,12,E,,R01
4695,JV61,"INVESTMENT OFFICER III, PUBLIC EMPLOYEES'RETIREMENT SYSTEM",,"$8,149.00","$9,717.00",,"['01', '19']",,1,12,E,,R01
4699,JV16,"INVESTMENT OPERATIONS DIRECTOR, CALIFORNIA STATE TEACHERS' RETIREMENT SYSTEM",,"$13,667.00","$20,500.00",,"['01', '19', '55']",,1,12,E,,M01
9919,XT40,JEWISH CHAPLAIN,,"$4,171.00","$5,476.00",,['19'],,1,6,E,,R19
9920,XT50,JEWISH CHAPLAIN -INTERMITTENT-,,$24.06,$31.59,,['19'],,1,6,2,,R19
9920,XT50,JEWISH CHAPLAIN -INTERMITTENT-,,$96.24,$221.13,,['19'],,1,6,2,,R19
3132,GH60,JUNIOR CIVIL ENGINEER,,"$4,760.00","$5,675.00",,['01'],,1,12,2,,R09
3008,GA25,JUNIOR ENGINEERING TECHNICIAN,A,"$2,377.00","$2,977.00",SISA,"['20', '21']",,1,6,2,,R11
3008,GA25,JUNIOR ENGINEERING TECHNICIAN,B,"$2,871.00","$3,596.00",,"['20', '21']",,1,6,2,,R11
9359,WH74,"JUNIOR ERGONOMIC SPECIALIST, STATE COMPENSATION INSURANCE FUND",,"$3,608.00","$4,697.00",,['01'],,1,12,2,,R10
3781,HX38,JUNIOR HEALTH PHYSICIST,,"$3,917.00","$4,802.00",,['19'],,1,6,2,,R10
6230,WH57,"JUNIOR INDUSTRIAL HYGIENE SPECIALIST, STATE COMPENSATION INSURANCE FUND",,"$3,608.00","$4,697.00",,['01'],,1,12,2,,R10
3824,IC60,JUNIOR INDUSTRIAL HYGIENIST,,"$3,608.00","$4,697.00",,['01'],,1,12,2,,R10
6871,QN25,JUNIOR INSPECTOR OF AUTOMOTIVE EQUIPMENT,,"$3,438.00","$4,339.00",,,,1,6,2,,R12
5094,KW60,JUNIOR PROPERTY AGENT,,"$2,945.00","$3,514.00",,['01'],,1,12,2,,R01
5014,KT48,JUNIOR PROPERTY APPRAISER,,"$2,945.00","$3,514.00",,['01'],,1,12,2,,R01
3890,IF35,JUNIOR SAFETY ENGINEER,,"$4,760.00","$5,675.00",,['01'],,1,12,2,,R09
5722,KD20,JUNIOR SMALL BUSINESS OFFICER,A,"$2,945.00","$3,690.00",,['21'],,1,6,2,,R01
5722,KD20,JUNIOR SMALL BUSINESS OFFICER,B,"$3,189.00","$3,992.00",,['21'],,1,6,2,,R01
5156,JY25,JUNIOR STAFF ANALYST (GENERAL),A,"$2,945.00","$3,690.00",,"['01', '19', '29', '21']","['065', '285']",1,12,2,,R01
5156,JY25,JUNIOR STAFF ANALYST (GENERAL),B,"$3,189.00","$3,992.00",,"['01', '19', '29', '21']","['065', '285']",1,12,2,,R01
5156,JY25,JUNIOR STAFF ANALYST (GENERAL),L,"$2,945.00","$3,690.00",,"['01', '19', '29', '21']","['065', '285']",1,12,2,,R01
5156,JY25,JUNIOR STAFF ANALYST (GENERAL),M,"$3,189.00","$3,992.00",,"['01', '19', '29', '21']","['065', '285']",1,12,2,,R01
1983,KB35,"KEY ACCOUNTS MANAGER, CALIFORNIA STATE LOTTERY",,"$5,311.00","$6,598.00",,"['01', '19']",,1,12,E,,S01
1787,KB33,"KEY ACCOUNTS SPECIALIST, CALIFORNIA STATE LOTTERY",,"$4,600.00","$5,758.00",,"['01', '19']",,1,12,2,,R01
1419,CJ50,KEY DATA OPERATOR,A,"$2,251.00","$2,558.00",SISA,['21'],,1,6,2,,R04
1419,CJ50,KEY DATA OPERATOR,B,"$2,561.00","$3,203.00",SISA,['21'],,1,6,2,,R04
1420,CJ40,KEY DATA SUPERVISOR I,,"$2,870.00","$3,591.00",,"['01', '43']",,1,12,2,,S04
1436,CJ30,KEY DATA SUPERVISOR II,,"$3,087.00","$3,866.00",,"['01', '43']",,1,12,2,,S04
1435,CJ20,KEY DATA SUPERVISOR III,,"$3,511.00","$4,399.00",,"['01', '43']",,1,12,2,,S04
1434,CJ10,KEY DATA SUPERVISOR IV,,"$4,156.00","$5,203.00",,"['01', '19']",,1,12,2,,S04
9529,WR89,LABOR RELATIONS ANALYST,A,"$3,824.00","$4,788.00",,"['01', '19', '21']",['474'],1,12,E,,E97
9529,WR89,LABOR RELATIONS ANALYST,B,"$4,602.00","$5,762.00",,"['01', '19', '21']",['474'],1,12,E,,E97
6092,OH70,LABOR RELATIONS COUNSEL I,,"$5,901.00","$7,348.00",,"['01', '19']",,1,12,SE,,E97
6093,OH75,LABOR RELATIONS COUNSEL II,,"$6,641.00","$8,436.00",,"['01', '19']",,1,12,SE,,E97
6094,OH80,LABOR RELATIONS COUNSEL III,,"$8,036.00","$10,213.00",,"['01', '19']",,1,12,SE,,E97
6147,OH85,LABOR RELATIONS COUNSEL IV,,"$8,879.00","$11,290.00",,"['01', '19']",,1,12,SE,,E97
9537,WR85,LABOR RELATIONS MANAGER I,,"$6,453.00","$7,331.00",,"['01', '19']",,0,12,E,,M01
9539,WR83,LABOR RELATIONS MANAGER II,,"$7,088.00","$8,048.00",,"['01', '19']",,0,12,E,,M01
9535,WR87,LABOR RELATIONS SPECIALIST,,"$5,311.00","$6,598.00",,"['01', '19']",,0,12,E,,E98
6209,PA60,LABOR SUPERVISOR -CASUAL EMPLOYMENT-,,$0.00,$0.00,,['36'],,1,0,2,NT,E
7884,SU05,LABORATORY ASSISTANT,A,"$2,251.00","$2,814.00",SISA,['21'],,1,6,2,,R11
7884,SU05,LABORATORY ASSISTANT,B,"$2,417.00","$3,023.00",SISA,['21'],,1,6,2,,R11
9265,SV06,"LABORATORY ASSISTANT, CORRECTIONAL FACILITY",A,"$2,251.00","$2,814.00",SISA,['21'],,1,6,2,,R11
9265,SV06,"LABORATORY ASSISTANT, CORRECTIONAL FACILITY",B,"$2,417.00","$3,023.00",SISA,['21'],,1,6,2,,R11
7877,ST60,LABORATORY TECHNICIAN -CHEMICAL ANALYSISA,,"$3,189.00","$3,990.00",,,,1,6,2,,R11
7877,ST60,LABORATORY TECHNICIAN -CHEMICAL ANALYSISA,B,"$3,487.00","$4,361.00",,,,1,6,2,,R11
7868,ST65,LABORATORY TECHNICIAN -CRIMINALISTICS-,,"$3,189.00","$3,990.00",,,,1,6,2,,R11
7869,ST10,LABORATORY TECHNICIAN II -ANIMAL PATHOLOGY-,,"$3,824.00","$4,786.00",,,,1,6,2,,R11
6223,PB30,LABORER,,"$2,768.00","$3,167.00",SISA,,,1,6,2,,R12
6226,PB40,LABORER-BUILDING TRADES -CASUAL EMPLOYMENT-,,$0.00,$0.00,,['36'],,1,0,2,NT,E
3062,GE80,LAND AND WATER USE PROGRAM MANAGER I,,"$8,746.00","$10,875.00",,"['01', '19', '24']",,1,12,E,,S10
3981,IM15,LANDSCAPE ARCHITECT,A,"$4,760.00","$5,675.00",,"['01', '19', '21']",['308'],1,12,2,,R09
3981,IM15,LANDSCAPE ARCHITECT,B,"$5,450.00","$6,819.00",,"['01', '19', '21']",['308'],1,12,2,,R09
2971,IM13,"LANDSCAPE ASSOCIATE, CALTRANS",A,"$4,760.00","$5,675.00",,"['01', '19', '21']",['342'],1,12,2,,R09
2971,IM13,"LANDSCAPE ASSOCIATE, CALTRANS",B,"$5,450.00","$6,819.00",,"['01', '19', '21']",['342'],1,12,2,,R09
2971,IM13,"LANDSCAPE ASSOCIATE, CALTRANS",C,"$6,304.00","$7,887.00",,"['01', '19', '21']",['342'],1,12,2,,R09
2971,IM13,"LANDSCAPE ASSOCIATE, CALTRANS",D,"$7,125.00","$8,915.00",,"['01', '19', '21']",['342'],1,12,2,,R09
1769,IM97,LANDSCAPE TECHNICIAN,A,"$3,410.00","$4,268.00",,"['01', '21']",['263'],1,12,2,,R11
1769,IM97,LANDSCAPE TECHNICIAN,B,"$3,908.00","$4,893.00",,"['01', '21']",['263'],1,12,2,,R11
2727,FF35,"LANGUAGE, SPEECH AND HEARING SPECIALIST",1,"$4,842.75","$6,364.42",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2727,FF35,"LANGUAGE, SPEECH AND HEARING SPECIALIST",7,"$4,542.51","$9,800.79",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2727,FF35,"LANGUAGE, SPEECH AND HEARING SPECIALIST",7,$247.77,$534.59,,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2727,FF35,"LANGUAGE, SPEECH AND HEARING SPECIALIST",7,$30.97,$66.82,,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2727,FF35,"LANGUAGE, SPEECH AND HEARING SPECIALIST",A,"$5,283.00","$6,943.00",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2727,FF35,"LANGUAGE, SPEECH AND HEARING SPECIALIST",F,"$4,402.50","$5,785.83",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
2727,FF35,"LANGUAGE, SPEECH AND HEARING SPECIALIST",T,"$3,962.25","$5,207.25",,"['01', '19', '45', '21']",['047'],1,12,SE,,R03
8460,VF33,LATENT PRINT ANALYST I,,"$4,367.00","$5,705.00",,"['01', 'R1']",,1,12,2,,R07
8472,VF32,LATENT PRINT ANALYST II,,"$5,276.00","$6,879.00",,['R1'],,1,6,2,,R07
8473,VF31,LATENT PRINT SUPERVISOR,,"$5,900.00","$7,698.00",,"['01', '19', '34', 'R1']",,1,12,E,,S07
2119,DG50,LAUNDERER,,"$2,315.00","$2,900.00",SISA,,,1,6,2,,R15
2122,DG60,LAUNDERER ASSISTANT,,"$2,159.00","$2,700.00",SISA,,,1,6,2,,R15
2113,DG30,LAUNDRY SUPERVISOR I,,"$2,676.00","$3,352.00",,"['01', '43']",,1,12,2,,S15
2114,DG35,LAUNDRY SUPERVISOR I -CORRECTIONAL FACILITYA,,"$2,675.00","$3,348.00",,"['43', 'R0']",,1,6,2,,U15
2114,DG35,LAUNDRY SUPERVISOR I -CORRECTIONAL FACILITYA,S,"$2,676.00","$3,352.00",,"['43', 'R0']",,1,6,2,,U15
2110,DG20,LAUNDRY SUPERVISOR II,,"$3,155.00","$3,952.00",,"['01', '43']",,1,12,2,,S15
2111,DG25,LAUNDRY SUPERVISOR II -CORRECTIONAL FACILITYA,,"$3,153.00","$3,950.00",,"['43', 'R0']",,1,6,2,,U15
2111,DG25,LAUNDRY SUPERVISOR II -CORRECTIONAL FACILITYA,S,"$3,155.00","$3,952.00",,"['43', 'R0']",,1,6,2,,U15
2116,DG40,LAUNDRY WORKER,,"$2,402.00","$3,007.00",SISA,,,1,6,2,,R15
8527,VG60,LAW ENFORCEMENT CONSULTANT I COMMISSION ON PEACE OFFICER STANDARDS AND TRAINING,,"$5,613.00","$6,974.00",,"['01', '19', '34']",,1,12,E,,S07
8528,VG70,LAW ENFORCEMENT CONSULTANT II COMMISSION ON PEACE OFFICER STANDARDS AND TRAINING,,"$7,619.00","$8,654.00",,"['01', '19', '34']",,1,12,E,,M07
2957,CX20,LAW INDEXER,A,"$2,978.00","$3,645.00",,"['01', '21']","['285', '365']",1,12,2,,R04
2957,CX20,LAW INDEXER,B,"$3,224.00","$3,983.00",,"['01', '21']","['285', '365']",1,12,2,,R04
2957,CX20,LAW INDEXER,C,"$3,867.00","$4,787.00",,"['01', '21']","['285', '365']",1,12,2,,R04
2957,CX20,LAW INDEXER,L,"$2,978.00","$3,645.00",,"['01', '21']","['285', '365']",1,12,2,,R04
2957,CX20,LAW INDEXER,M,"$3,224.00","$3,983.00",,"['01', '21']","['285', '365']",1,12,2,,R04
2957,CX20,LAW INDEXER,N,"$3,867.00","$4,787.00",,"['01', '21']","['285', '365']",1,12,2,,R04
6850,QK90,LEAD AUTOMOBILE MECHANIC,A,"$3,602.00","$4,140.00",,,,1,6,2,,R12
6850,QK90,LEAD AUTOMOBILE MECHANIC,B,"$3,943.00","$4,543.00",,,,1,6,2,,R12
2003,DC30,LEAD CUSTODIAN,,"$2,354.00","$2,947.00",,,,1,6,2,,R15
2005,DC35,LEAD CUSTODIAN (CORRECTIONAL FACILITY),,"$2,354.00","$2,947.00",,['R0'],,1,6,2,,R15
0725,BL50,LEAD GROUNDSKEEPER,A,"$2,889.00","$3,610.00",,,,1,6,2,,R12
0725,BL50,LEAD GROUNDSKEEPER,B,"$3,143.00","$3,958.00",,,,1,6,2,,R12
0720,BL55,LEAD GROUNDSKEEPER -CORRECTIONAL FACILITY-,,"$3,143.00","$3,958.00",,['R0'],,1,6,2,,R12
0718,BL45,LEAD GROUNDSKEEPER I (CORRECTIONAL FACILITY),,"$3,602.00","$4,543.00",,['R0'],,1,6,2,,R12
6660,QA85,LEAD GUNSMITH,,"$3,871.00","$4,459.00",,['19'],,1,6,2,,R12
6813,QJ73,LEAD HEAVY EQUIPMENT BODYWORKER/PAINTER,,"$3,770.00","$4,339.00",,,,1,6,2,,R12
6858,QL14,LEAD MOTORCYCLE MECHANIC,,"$3,602.00","$4,140.00",,['19'],,1,6,2,,R12
1984,DB40,LEAD SECURITY GUARD,,"$2,354.00","$2,947.00",,,,1,6,2,,R15
6242,PC20,LEAD SNOW GAUGER,,$123.60,$132.46,DAY,['36'],,1,0,2,NT,E
3380,GY21,LEAD STRUCTURAL STEEL INSPECTOR (NONDESTRUCTIVE TESTING),,"$5,471.00","$6,849.00",,,,1,6,2,,R11
6514,PQ20,LEAD STRUCTURAL STEEL PAINTER,,"$4,751.00","$5,480.00",,,,1,6,2,,R12
5237,JY62,LEGAL ANALYST,A,"$4,016.00","$5,029.00",,"['01', '19']",['285'],1,12,2,,R01
5237,JY62,LEGAL ANALYST,L,"$4,016.00","$5,029.00",,"['01', '19']",['285'],1,12,2,,R01
1820,JY66,LEGAL ASSISTANT,A,"$3,540.00","$4,432.00",,"['01', '19']",['285'],1,12,2,,R01
1820,JY66,LEGAL ASSISTANT,L,"$3,540.00","$4,432.00",,"['01', '19']",['285'],1,12,2,,R01
5798,OA70,LEGAL COUNSEL,A,"$4,886.00","$5,082.00",,"['01', '19', '21']","['053', '285']",1,12,SE,,R02
5798,OA70,LEGAL COUNSEL,B,"$4,891.00","$5,585.00",,"['01', '19', '21']","['053', '285']",1,12,SE,,R02
5798,OA70,LEGAL COUNSEL,L,"$4,886.00","$5,033.00",,"['01', '19', '21']","['053', '285']",1,12,SE,,R02
5798,OA70,LEGAL COUNSEL,M,"$4,891.00","$5,532.00",,"['01', '19', '21']","['053', '285']",1,12,SE,,R02
1058,CC47,"LEGAL HEARING TYPIST, UNEMPLOYMENT INSURANCE APPEALS BOARD",A,"$2,707.00","$3,390.00",SISA,"['20', '21']",,1,6,2,,R04
1058,CC47,"LEGAL HEARING TYPIST, UNEMPLOYMENT INSURANCE APPEALS BOARD",B,"$3,026.00","$3,785.00",,"['20', '21']",,1,6,2,,R04
1344,CE46,LEGAL OFFICE ADMINISTRATOR I,,"$4,438.00","$5,558.00",,"['01', '19']",,1,12,E,,S04
1282,CE20,LEGAL SECRETARY,A,"$3,176.00","$3,976.00",,"['01', '21']","['285', '405']",1,12,2,,R04
1282,CE20,LEGAL SECRETARY,B,"$3,335.00","$4,176.00",,"['01', '21']","['285', '405']",1,12,2,,R04
1282,CE20,LEGAL SECRETARY,L,"$3,176.00","$3,976.00",,"['01', '21']","['285', '405']",1,12,2,,R04
1282,CE20,LEGAL SECRETARY,M,"$3,335.00","$4,176.00",,"['01', '21']","['285', '405']",1,12,2,,R04
1277,CE42,LEGAL SUPPORT SUPERVISOR I,,"$3,666.00","$4,592.00",,"['01', '43']",,1,12,2,,S04
1278,CE44,LEGAL SUPPORT SUPERVISOR II,,"$4,032.00","$5,052.00",,"['01', '43']",,1,12,2,,S04
1323,CF55,LEGISLATIVE CLERK,A,"$2,168.00","$2,713.00",SISA,"['19', '21']",,1,6,2,,R04
1323,CF55,LEGISLATIVE CLERK,B,"$2,384.00","$2,983.00",SISA,"['19', '21']",,1,6,2,,R04
1323,CF55,LEGISLATIVE CLERK,L,"$2,168.00","$2,713.00",SISA,"['19', '21']",,1,6,2,,R04
1323,CF55,LEGISLATIVE CLERK,M,"$2,384.00","$2,983.00",SISA,"['19', '21']",,1,6,2,,R04
6066,KF83,"LEGISLATIVE COORDINATOR, FAIR POLITICAL PRACTICES COMMISSION",,"$5,311.00","$6,598.00",,"['01', '19']",,1,12,E,,S01
5152,KF77,"LEGISLATIVE COORDINATOR, SECRETARY OF STATE'S OFFICE",,"$5,053.00","$6,325.00",,['19'],,1,6,E,,R01
5343,KF73,"LEGISLATIVE COORDINATOR, STATE CONTROLLER'S OFFICE",,"$5,830.00","$7,245.00",,"['01', '19']",,1,12,E,,S01
5295,KF71,"LEGISLATIVE REPRESENTATIVE, DEPARTMENT OF EDUCATION",,"$6,415.00","$7,243.00",,"['01', '19']",,1,12,E,,S01
